fdc_id,amount,nutrient_name,branded_food_category
388351,83.0,Cholesterol,Sušenky
388570,0.0,Cholesterol,Slané snacky
388592,0.0,Cholesterol,Nakl. zelenina
388705,13.0,Cholesterol,Sýry
389079,0.0,Cholesterol,Nakl. zelenina
391167,0.0,Cholesterol,Cereálie
391591,0.0,Cholesterol,Cereálie
391702,0.0,Cholesterol,Čokoláda
393002,0.0,Cholesterol,En. tyčinky
393039,25.0,Cholesterol,Zmrzlina
393418,25.0,Cholesterol,Čokoláda
394487,107.0,Cholesterol,Sýry
395352,0.0,Cholesterol,Slané snacky
395406,0.0,Cholesterol,Čokoláda
395651,0.0,Cholesterol,En. tyčinky
395696,0.0,Cholesterol,En. tyčinky
396154,17.0,Cholesterol,Nakl. zelenina
396448,12.0,Cholesterol,Zmrzlina
396677,0.0,Cholesterol,Pečivo
397332,0.0,Cholesterol,Slané snacky
399410,53.0,Cholesterol,Sýry
400794,89.0,Cholesterol,Sýry
401310,0.0,Cholesterol,Čokoláda
401517,0.0,Cholesterol,Cereálie
401642,107.0,Cholesterol,Sýry
401827,0.0,Cholesterol,Nakl. zelenina
402776,0.0,Cholesterol,Slané snacky
406670,0.0,Cholesterol,En. tyčinky
406718,0.0,Cholesterol,Cereálie
407135,4.0,Cholesterol,Sýry
407142,24.0,Cholesterol,Sýry
407479,0.0,Cholesterol,Pečivo
407612,0.0,Cholesterol,Cukrovinky
408939,0.0,Cholesterol,Čokoláda
409967,41.0,Cholesterol,Zmrzlina
409978,0.0,Cholesterol,Cereálie
410280,0.0,Cholesterol,Sušenky
416433,0.0,Cholesterol,Cukrovinky
416696,0.0,Cholesterol,Čokoláda
416790,0.0,Cholesterol,Cukrovinky
417844,24.0,Cholesterol,Čokoláda
418174,0.0,Cholesterol,Cukrovinky
418543,0.0,Cholesterol,Slané snacky
418961,0.0,Cholesterol,Cukrovinky
419187,0.0,Cholesterol,Cukrovinky
419273,12.0,Cholesterol,Slané snacky
419520,0.0,Cholesterol,Sušenky
419580,0.0,Cholesterol,Sušenky
419744,0.0,Cholesterol,Cukrovinky
420328,53.0,Cholesterol,Zmrzlina
420789,16.0,Cholesterol,Slané snacky
421291,0.0,Cholesterol,Slané snacky
421701,0.0,Cholesterol,Sušenky
422283,0.0,Cholesterol,Cukrovinky
423627,0.0,Cholesterol,Cukrovinky
423644,0.0,Cholesterol,Chipsy
424849,0.0,Cholesterol,Cukrovinky
424991,0.0,Cholesterol,Chipsy
425106,12.0,Cholesterol,Čokoláda
425214,0.0,Cholesterol,Cukrovinky
425448,0.0,Cholesterol,Chipsy
425601,0.0,Cholesterol,Cukrovinky
425896,0.0,Cholesterol,Sušenky
426794,0.0,Cholesterol,Chipsy
427125,0.0,Cholesterol,Další snacky
427474,0.0,Cholesterol,Čokoláda
427528,24.0,Cholesterol,Cukrovinky
427595,65.0,Cholesterol,Sušenky
428410,26.0,Cholesterol,Sušenky
428498,12.0,Cholesterol,Čokoláda
428525,0.0,Cholesterol,Chipsy
428876,12.0,Cholesterol,Čokoláda
429496,20.0,Cholesterol,Čokoláda
429501,0.0,Cholesterol,Sušenky
429649,0.0,Cholesterol,Slané snacky
429901,0.0,Cholesterol,Další snacky
429982,0.0,Cholesterol,Další snacky
430004,0.0,Cholesterol,Chipsy
430126,0.0,Cholesterol,Sušenky
430159,0.0,Cholesterol,Chipsy
430278,0.0,Cholesterol,Cukrovinky
430350,0.0,Cholesterol,Chipsy
430375,0.0,Cholesterol,Slané snacky
430976,0.0,Cholesterol,Cukrovinky
431212,0.0,Cholesterol,Čokoláda
431217,0.0,Cholesterol,Další snacky
431308,0.0,Cholesterol,Chipsy
431347,78.0,Cholesterol,Cukrovinky
431547,45.0,Cholesterol,Sušenky
432932,0.0,Cholesterol,Cukrovinky
433296,0.0,Cholesterol,Sušenky
433588,0.0,Cholesterol,Slané snacky
435264,18.0,Cholesterol,Slané snacky
436132,0.0,Cholesterol,Slané snacky
437374,0.0,Cholesterol,Nakl. zelenina
438839,28.0,Cholesterol,Pečivo
440122,0.0,Cholesterol,Pečivo
440188,0.0,Cholesterol,Pečivo
440221,0.0,Cholesterol,Slané snacky
440523,107.0,Cholesterol,Sýry
440600,0.0,Cholesterol,Sýry
441003,71.0,Cholesterol,Sýry
441251,0.0,Cholesterol,Pečivo
441628,0.0,Cholesterol,Cukrovinky
442122,94.0,Cholesterol,Sýry
442580,0.0,Cholesterol,Cereálie
443160,0.0,Cholesterol,Pečivo
443729,89.0,Cholesterol,Sýry
444221,81.0,Cholesterol,Sýry
444258,59.0,Cholesterol,Sýry
444295,0.0,Cholesterol,Cukrovinky
444401,0.0,Cholesterol,Cereálie
444923,0.0,Cholesterol,Pečivo
445083,62.0,Cholesterol,Sýry
445202,0.0,Cholesterol,Cereálie
446592,0.0,Cholesterol,Pečivo
446611,89.0,Cholesterol,Sýry
447069,0.0,Cholesterol,Nakl. zelenina
447249,31.0,Cholesterol,Zmrzlina
449120,37.0,Cholesterol,Zmrzlina
449565,0.0,Cholesterol,Pečivo
450564,38.0,Cholesterol,Zmrzlina
450950,44.0,Cholesterol,Zmrzlina
451441,0.0,Cholesterol,Nakl. zelenina
451606,7.0,Cholesterol,Zmrzlina
452978,26.0,Cholesterol,Zmrzlina
453180,0.0,Cholesterol,Pečivo
453359,18.0,Cholesterol,Pečivo
453499,89.0,Cholesterol,Sýry
453655,0.0,Cholesterol,Cereálie
453706,104.0,Cholesterol,Sýry
453724,107.0,Cholesterol,Sýry
453842,5.0,Cholesterol,Sýry
455840,89.0,Cholesterol,Další snacky
456082,0.0,Cholesterol,Nakl. zelenina
456372,25.0,Cholesterol,Zmrzlina
457639,42.0,Cholesterol,Zmrzlina
463878,0.0,Cholesterol,En. tyčinky
465740,17.0,Cholesterol,Sušenky
466282,32.0,Cholesterol,Nakl. zelenina
467246,54.0,Cholesterol,Sýry
468119,10.0,Cholesterol,En. tyčinky
468796,0.0,Cholesterol,Cereálie
469695,89.0,Cholesterol,En. tyčinky
469775,25.0,Cholesterol,Slané snacky
470250,100.0,Cholesterol,Další snacky
470292,100.0,Cholesterol,Další snacky
470446,24.0,Cholesterol,Čokoláda
470915,0.0,Cholesterol,Cereálie
471204,0.0,Cholesterol,Pečivo
471212,107.0,Cholesterol,Sýry
471300,12.0,Cholesterol,Čokoláda
471659,0.0,Cholesterol,Čokoláda
471762,18.0,Cholesterol,Čokoláda
472694,89.0,Cholesterol,Sýry
473363,100.0,Cholesterol,Sušenky
473851,71.0,Cholesterol,Pečivo
474749,50.0,Cholesterol,Sušenky
475173,14.0,Cholesterol,Sušenky
475228,0.0,Cholesterol,Sušenky
475432,32.0,Cholesterol,Sušenky
475820,0.0,Cholesterol,Nakl. zelenina
476216,25.0,Cholesterol,Zmrzlina
476454,0.0,Cholesterol,Slané snacky
477135,0.0,Cholesterol,Zmrzlina
477153,0.0,Cholesterol,Cukrovinky
477594,0.0,Cholesterol,Slané snacky
478006,14.0,Cholesterol,Nakl. zelenina
478166,0.0,Cholesterol,Další snacky
478213,17.0,Cholesterol,Slané snacky
478589,0.0,Cholesterol,Slané snacky
479845,0.0,Cholesterol,Slané snacky
480127,0.0,Cholesterol,Chipsy
481605,87.0,Cholesterol,Zmrzlina
481744,0.0,Cholesterol,Cukrovinky
482064,0.0,Cholesterol,Pečivo
482503,18.0,Cholesterol,Chipsy
482538,0.0,Cholesterol,Chipsy
483057,4.0,Cholesterol,Chipsy
483176,0.0,Cholesterol,Chipsy
483901,0.0,Cholesterol,Chipsy
484390,0.0,Cholesterol,Pečivo
484639,0.0,Cholesterol,En. tyčinky
484945,0.0,Cholesterol,Pečivo
485246,0.0,Cholesterol,Chipsy
485635,0.0,Cholesterol,Chipsy
486088,50.0,Cholesterol,Sýry
486695,0.0,Cholesterol,Chipsy
486813,0.0,Cholesterol,Pečivo
488433,0.0,Cholesterol,Slané snacky
488731,89.0,Cholesterol,Sýry
489529,0.0,Cholesterol,Chipsy
489533,0.0,Cholesterol,Další snacky
489632,20.0,Cholesterol,Čokoláda
490474,0.0,Cholesterol,Sušenky
491882,0.0,Cholesterol,Pečivo
492008,0.0,Cholesterol,Čokoláda
493184,0.0,Cholesterol,En. tyčinky
494425,0.0,Cholesterol,En. tyčinky
494800,0.0,Cholesterol,En. tyčinky
495040,0.0,Cholesterol,En. tyčinky
495082,0.0,Cholesterol,Slané snacky
496398,0.0,Cholesterol,Nakl. zelenina
499759,0.0,Cholesterol,En. tyčinky
501051,107.0,Cholesterol,Sýry
502040,13.0,Cholesterol,Čokoláda
504677,0.0,Cholesterol,Slané snacky
505323,0.0,Cholesterol,Pečivo
505415,0.0,Cholesterol,Pečivo
506443,36.0,Cholesterol,Pečivo
506464,71.0,Cholesterol,Sýry
506934,0.0,Cholesterol,Nakl. zelenina
508956,54.0,Cholesterol,Pečivo
508973,0.0,Cholesterol,En. tyčinky
509216,133.0,Cholesterol,Sýry
509445,0.0,Cholesterol,Sušenky
510263,0.0,Cholesterol,Slané snacky
510774,6.0,Cholesterol,En. tyčinky
511337,0.0,Cholesterol,Cukrovinky
512318,0.0,Cholesterol,Další snacky
513271,0.0,Cholesterol,Slané snacky
513278,0.0,Cholesterol,Slané snacky
513454,13.0,Cholesterol,Slané snacky
513539,0.0,Cholesterol,Pečivo
513936,13.0,Cholesterol,Čokoláda
514933,12.0,Cholesterol,Slané snacky
515608,0.0,Cholesterol,Sušenky
516781,71.0,Cholesterol,Sýry
517205,0.0,Cholesterol,Slané snacky
517569,0.0,Cholesterol,Sušenky
517608,62.0,Cholesterol,Zmrzlina
517631,38.0,Cholesterol,Zmrzlina
519628,17.0,Cholesterol,Slané snacky
519662,0.0,Cholesterol,Cukrovinky
520690,17.0,Cholesterol,Zmrzlina
521880,0.0,Cholesterol,Chipsy
523338,30.0,Cholesterol,Zmrzlina
523677,0.0,Cholesterol,Slané snacky
524224,25.0,Cholesterol,Zmrzlina
524607,0.0,Cholesterol,Slané snacky
525118,10.0,Cholesterol,Nakl. zelenina
526305,17.0,Cholesterol,Nakl. zelenina
527248,0.0,Cholesterol,Pečivo
527618,0.0,Cholesterol,Cereálie
528339,0.0,Cholesterol,Další snacky
528378,12.0,Cholesterol,Slané snacky
528929,0.0,Cholesterol,Pečivo
530616,54.0,Cholesterol,Další snacky
530689,10.0,Cholesterol,Čokoláda
532504,20.0,Cholesterol,En. tyčinky
532960,41.0,Cholesterol,Zmrzlina
533562,0.0,Cholesterol,Slané snacky
534044,0.0,Cholesterol,Slané snacky
534388,0.0,Cholesterol,Nakl. zelenina
534783,0.0,Cholesterol,Slané snacky
534909,0.0,Cholesterol,Cukrovinky
535544,95.0,Cholesterol,Sýry
535686,0.0,Cholesterol,Sušenky
536332,0.0,Cholesterol,En. tyčinky
536432,0.0,Cholesterol,Slané snacky
537235,71.0,Cholesterol,Sušenky
537539,10.0,Cholesterol,En. tyčinky
537552,71.0,Cholesterol,Sýry
537643,0.0,Cholesterol,Slané snacky
538106,0.0,Cholesterol,En. tyčinky
538518,0.0,Cholesterol,Slané snacky
540355,0.0,Cholesterol,En. tyčinky
541379,0.0,Cholesterol,Slané snacky
542218,0.0,Cholesterol,En. tyčinky
544066,13.0,Cholesterol,Čokoláda
544283,0.0,Cholesterol,Pečivo
545228,0.0,Cholesterol,En. tyčinky
545907,0.0,Cholesterol,Cereálie
546267,0.0,Cholesterol,Další snacky
548473,0.0,Cholesterol,Slané snacky
548544,13.0,Cholesterol,Cukrovinky
548980,0.0,Cholesterol,Slané snacky
549629,0.0,Cholesterol,Cukrovinky
550025,0.0,Cholesterol,Cukrovinky
550122,0.0,Cholesterol,Zmrzlina
552852,0.0,Cholesterol,Slané snacky
553038,53.0,Cholesterol,Sýry
553166,0.0,Cholesterol,Cukrovinky
553359,0.0,Cholesterol,Slané snacky
553600,11.0,Cholesterol,Cukrovinky
554365,0.0,Cholesterol,Pečivo
555779,0.0,Cholesterol,Zmrzlina
556432,0.0,Cholesterol,Slané snacky
558025,0.0,Cholesterol,Slané snacky
558236,94.0,Cholesterol,Další snacky
558513,0.0,Cholesterol,Slané snacky
558616,100.0,Cholesterol,Sýry
558761,0.0,Cholesterol,Chipsy
560317,0.0,Cholesterol,Nakl. zelenina
560515,71.0,Cholesterol,Sýry
560521,0.0,Cholesterol,Pečivo
561063,0.0,Cholesterol,Pečivo
561915,0.0,Cholesterol,Slané snacky
563556,0.0,Cholesterol,Slané snacky
563575,107.0,Cholesterol,Sýry
565149,22.0,Cholesterol,Sýry
565548,0.0,Cholesterol,Cukrovinky
565676,18.0,Cholesterol,En. tyčinky
565931,0.0,Cholesterol,Sušenky
566491,26.0,Cholesterol,Zmrzlina
566806,0.0,Cholesterol,Pečivo
567103,54.0,Cholesterol,Sýry
567601,17.0,Cholesterol,Cukrovinky
568356,0.0,Cholesterol,Slané snacky
568779,100.0,Cholesterol,Sýry
569616,0.0,Cholesterol,En. tyčinky
570139,0.0,Cholesterol,Cereálie
571197,71.0,Cholesterol,Pečivo
571457,0.0,Cholesterol,Cukrovinky
571736,0.0,Cholesterol,Cereálie
571925,71.0,Cholesterol,Zmrzlina
572108,0.0,Cholesterol,Slané snacky
572430,56.0,Cholesterol,Sýry
572546,107.0,Cholesterol,Sýry
572582,0.0,Cholesterol,Cukrovinky
572909,0.0,Cholesterol,Pečivo
573172,20.0,Cholesterol,Čokoláda
573683,0.0,Cholesterol,Slané snacky
574220,38.0,Cholesterol,Zmrzlina
574536,18.0,Cholesterol,Chipsy
574607,43.0,Cholesterol,Zmrzlina
575563,0.0,Cholesterol,Cereálie
575622,12.0,Cholesterol,Čokoláda
575749,0.0,Cholesterol,Cereálie
575792,80.0,Cholesterol,Sušenky
577724,0.0,Cholesterol,Slané snacky
578046,17.0,Cholesterol,Další snacky
578418,15.0,Cholesterol,Čokoláda
578968,0.0,Cholesterol,Chipsy
580013,0.0,Cholesterol,Slané snacky
580260,0.0,Cholesterol,Chipsy
581195,0.0,Cholesterol,Pečivo
581751,60.0,Cholesterol,Zmrzlina
582566,0.0,Cholesterol,Slané snacky
582864,0.0,Cholesterol,En. tyčinky
583555,89.0,Cholesterol,Sýry
585708,0.0,Cholesterol,Chipsy
585749,0.0,Cholesterol,Čokoláda
585923,0.0,Cholesterol,Slané snacky
586441,28.0,Cholesterol,Zmrzlina
586611,0.0,Cholesterol,Sušenky
587354,107.0,Cholesterol,Sýry
588239,95.0,Cholesterol,Sýry
589315,107.0,Cholesterol,Sýry
590929,0.0,Cholesterol,Slané snacky
591521,17.0,Cholesterol,Čokoláda
592452,6.0,Cholesterol,Pečivo
593130,0.0,Cholesterol,Cukrovinky
596091,40.0,Cholesterol,Zmrzlina
596409,0.0,Cholesterol,Cukrovinky
597526,8.0,Cholesterol,En. tyčinky
598123,18.0,Cholesterol,Cukrovinky
598446,20.0,Cholesterol,Sušenky
598502,0.0,Cholesterol,Cereálie
599989,49.0,Cholesterol,Pečivo
600253,0.0,Cholesterol,Chipsy
600435,7.0,Cholesterol,Sýry
600510,0.0,Cholesterol,Další snacky
600812,0.0,Cholesterol,Sušenky
601124,36.0,Cholesterol,Čokoláda
601787,67.0,Cholesterol,Zmrzlina
601806,32.0,Cholesterol,Zmrzlina
601911,0.0,Cholesterol,Slané snacky
602121,17.0,Cholesterol,Slané snacky
602236,0.0,Cholesterol,Slané snacky
602385,0.0,Cholesterol,Sušenky
602546,0.0,Cholesterol,Slané snacky
602654,0.0,Cholesterol,Pečivo
602747,0.0,Cholesterol,Sušenky
603695,0.0,Cholesterol,Sušenky
603974,28.0,Cholesterol,Čokoláda
604323,107.0,Cholesterol,Sýry
604593,31.0,Cholesterol,En. tyčinky
604736,0.0,Cholesterol,Čokoláda
604755,15.0,Cholesterol,Cukrovinky
616684,0.0,Cholesterol,Cereálie
617338,54.0,Cholesterol,Sýry
617742,0.0,Cholesterol,Slané snacky
621340,0.0,Cholesterol,Chipsy
621926,0.0,Cholesterol,Pečivo
622944,7.0,Cholesterol,Nakl. zelenina
624680,0.0,Cholesterol,Cereálie
625682,0.0,Cholesterol,Čokoláda
625844,29.0,Cholesterol,Sušenky
627070,0.0,Cholesterol,Pečivo
627094,0.0,Cholesterol,Pečivo
628760,18.0,Cholesterol,Sýry
629314,107.0,Cholesterol,Sýry
630414,0.0,Cholesterol,Další snacky
632898,15.0,Cholesterol,Čokoláda
633374,18.0,Cholesterol,Cukrovinky
633634,0.0,Cholesterol,Chipsy
633724,0.0,Cholesterol,Chipsy
633814,0.0,Cholesterol,Slané snacky
633840,0.0,Cholesterol,Sušenky
634146,0.0,Cholesterol,Slané snacky
634256,0.0,Cholesterol,Slané snacky
634654,0.0,Cholesterol,Další snacky
636888,62.0,Cholesterol,Sýry
637448,53.0,Cholesterol,Sýry
637464,107.0,Cholesterol,Sýry
637514,107.0,Cholesterol,Sýry
639254,89.0,Cholesterol,Další snacky
641902,107.0,Cholesterol,Sýry
642758,0.0,Cholesterol,Slané snacky
645420,0.0,Cholesterol,Sušenky
645490,83.0,Cholesterol,En. tyčinky
646202,57.0,Cholesterol,Sušenky
650534,12.0,Cholesterol,Zmrzlina
650916,0.0,Cholesterol,Slané snacky
654136,9.0,Cholesterol,Sýry
655034,0.0,Cholesterol,Další snacky
655356,23.0,Cholesterol,Čokoláda
655930,0.0,Cholesterol,Chipsy
656018,0.0,Cholesterol,Pečivo
656130,12.0,Cholesterol,Pečivo
657156,0.0,Cholesterol,En. tyčinky
658716,0.0,Cholesterol,Pečivo
659304,35.0,Cholesterol,Zmrzlina
660152,79.0,Cholesterol,Sýry
661332,89.0,Cholesterol,Sušenky
661408,71.0,Cholesterol,Sýry
663044,0.0,Cholesterol,Cereálie
666580,12.0,Cholesterol,Cukrovinky
666646,12.0,Cholesterol,Cukrovinky
666828,23.0,Cholesterol,Cukrovinky
667756,0.0,Cholesterol,Sušenky
668110,54.0,Cholesterol,Sýry
671044,0.0,Cholesterol,Pečivo
671528,0.0,Cholesterol,Chipsy
674018,67.0,Cholesterol,Zmrzlina
674568,0.0,Cholesterol,Chipsy
676470,71.0,Cholesterol,Sýry
676802,0.0,Cholesterol,Cukrovinky
677280,107.0,Cholesterol,Sýry
677634,0.0,Cholesterol,Slané snacky
677988,15.0,Cholesterol,Cukrovinky
678328,0.0,Cholesterol,Slané snacky
680838,0.0,Cholesterol,Chipsy
682222,8.0,Cholesterol,Zmrzlina
682404,8.0,Cholesterol,En. tyčinky
682494,62.0,Cholesterol,Zmrzlina
687512,0.0,Cholesterol,Sušenky
687542,0.0,Cholesterol,En. tyčinky
690188,0.0,Cholesterol,Sušenky
693072,0.0,Cholesterol,Pečivo
693412,17.0,Cholesterol,Čokoláda
694660,62.0,Cholesterol,Zmrzlina
695512,0.0,Cholesterol,Chipsy
696126,0.0,Cholesterol,Slané snacky
698928,0.0,Cholesterol,Čokoláda
700552,107.0,Cholesterol,Sýry
705150,0.0,Cholesterol,Cukrovinky
707062,46.0,Cholesterol,Zmrzlina
714638,19.0,Cholesterol,Cukrovinky
716096,0.0,Cholesterol,Cereálie
716934,71.0,Cholesterol,Sýry
718192,0.0,Cholesterol,Slané snacky
719028,0.0,Cholesterol,En. tyčinky
720046,100.0,Cholesterol,Sušenky
721912,54.0,Cholesterol,Sýry
722406,0.0,Cholesterol,En. tyčinky
725134,17.0,Cholesterol,Cukrovinky
725380,0.0,Cholesterol,Pečivo
727388,0.0,Cholesterol,Nakl. zelenina
728082,8.0,Cholesterol,En. tyčinky
733568,0.0,Cholesterol,Cereálie
734006,0.0,Cholesterol,Nakl. zelenina
734522,94.0,Cholesterol,Další snacky
734634,0.0,Cholesterol,Slané snacky
738354,16.0,Cholesterol,Slané snacky
738822,0.0,Cholesterol,En. tyčinky
739978,0.0,Cholesterol,Chipsy
740606,0.0,Cholesterol,Cereálie
740946,59.0,Cholesterol,Zmrzlina
743892,0.0,Cholesterol,Slané snacky
745190,0.0,Cholesterol,Čokoláda
746288,81.0,Cholesterol,Sýry
773888,48.0,Cholesterol,Zmrzlina
779664,0.0,Cholesterol,Pečivo
780786,0.0,Cholesterol,Nakl. zelenina
795919,38.0,Cholesterol,Zmrzlina
797019,0.0,Cholesterol,Chipsy
798155,12.0,Cholesterol,Cukrovinky
799201,0.0,Cholesterol,Chipsy
799297,7.0,Cholesterol,En. tyčinky
799493,0.0,Cholesterol,Cereálie
799711,71.0,Cholesterol,Sýry
800099,0.0,Cholesterol,Slané snacky
800507,0.0,Cholesterol,Chipsy
802127,41.0,Cholesterol,Zmrzlina
805015,0.0,Cholesterol,Nakl. zelenina
807081,0.0,Cholesterol,Chipsy
807849,0.0,Cholesterol,Sušenky
815980,71.0,Cholesterol,Sýry
824308,28.0,Cholesterol,Zmrzlina
825378,18.0,Cholesterol,Sušenky
827556,50.0,Cholesterol,Cukrovinky
832620,0.0,Cholesterol,Slané snacky
834332,0.0,Cholesterol,Čokoláda
836320,96.0,Cholesterol,Sýry
837052,107.0,Cholesterol,Sýry
840210,18.0,Cholesterol,Nakl. zelenina
842076,33.0,Cholesterol,Sýry
843600,47.0,Cholesterol,Zmrzlina
844896,0.0,Cholesterol,Chipsy
845818,119.0,Cholesterol,Sýry
852784,53.0,Cholesterol,Zmrzlina
854408,14.0,Cholesterol,Další snacky
854540,30.0,Cholesterol,Zmrzlina
857158,12.0,Cholesterol,Zmrzlina
857612,0.0,Cholesterol,Pečivo
863888,12.0,Cholesterol,Cukrovinky
870492,4.0,Cholesterol,Zmrzlina
878218,89.0,Cholesterol,Další snacky
879950,95.0,Cholesterol,Sýry
880700,22.0,Cholesterol,En. tyčinky
887500,34.0,Cholesterol,Zmrzlina
887890,40.0,Cholesterol,Zmrzlina
891442,0.0,Cholesterol,Další snacky
891992,0.0,Cholesterol,Sušenky
892654,8.0,Cholesterol,En. tyčinky
893000,54.0,Cholesterol,Sušenky
896220,0.0,Cholesterol,Chipsy
901440,89.0,Cholesterol,Sýry
902270,20.0,Cholesterol,Zmrzlina
902994,27.0,Cholesterol,Zmrzlina
905354,143.0,Cholesterol,Další snacky
907564,39.0,Cholesterol,Zmrzlina
913842,87.0,Cholesterol,Sýry
926206,105.0,Cholesterol,Sýry
926650,107.0,Cholesterol,Sýry
929068,26.0,Cholesterol,Zmrzlina
932722,17.0,Cholesterol,Zmrzlina
933072,49.0,Cholesterol,Zmrzlina
936392,33.0,Cholesterol,Další snacky
939492,23.0,Cholesterol,Zmrzlina
944886,15.0,Cholesterol,Další snacky
946276,0.0,Cholesterol,Cukrovinky
947004,30.0,Cholesterol,Další snacky
947530,89.0,Cholesterol,Sýry
948212,19.0,Cholesterol,Cukrovinky
951527,44.0,Cholesterol,Zmrzlina
957447,71.0,Cholesterol,Sýry
958595,6.0,Cholesterol,Zmrzlina
958971,0.0,Cholesterol,Chipsy
960445,6.0,Cholesterol,Zmrzlina
960909,95.0,Cholesterol,Sýry
960953,0.0,Cholesterol,Slané snacky
965729,0.0,Cholesterol,Další snacky
967199,109.0,Cholesterol,Sýry
977873,0.0,Cholesterol,Slané snacky
983559,14.0,Cholesterol,Slané snacky
983755,0.0,Cholesterol,Cukrovinky
984475,0.0,Cholesterol,Pečivo
